grade,car_model,car_use_cond,price,mileage,year,car_id,car_location,indi_car_link,car_type,fuel_type,gear_type
D,2006 Honda Civic,Nigerian Used,"₦ 780,000","Mileage:  138,623 Km",Year: 2006,Car ID: NG-425518,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/honda-civic-2006-automatic-ng-425518?filter=,Sedan,Petrol,automatic
D,1999 Lexus Rx 300,Nigerian Used,"₦ 780,000","Mileage:  230,432 Km",Year: 1999,Car ID: NG-425565,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/lexus-rx-300-1999-automatic-ng-425565?filter=,Suv,Petrol,automatic
C,2009 Toyota Corolla,Nigerian Used,"₦ 1,661,000","Mileage:  168,351 Km",Year: 2009,Car ID: NG-425531,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-corolla-2009-automatic-ng-425531?filter=,Sedan,Petrol,automatic
E,2001 Nissan Quest,Nigerian Used,"₦ 308,000","Mileage:  202,031 Km",Year: 2001,Car ID: NG-425298,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/nissan-quest-2001-automatic-ng-425298?filter=,Mpv,Petrol,automatic
C,2007 Toyota Camry,Nigerian Used,"₦ 1,169,314","Mileage:  116,876 Km",Year: 2007,Car ID: NG-425451,"Cars45 Ikorodu Retail Outlet
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-camry-2007-ng-425451?filter=,Petrol,automatic,
C,2009 Honda Accord,Nigerian Used,"₦ 1,111,000","Mileage:  119,112 Km",Year: 2009,Car ID: NG-425538,"Abuja - SNB
                                                                                                                        , Abuja",https://buy.cars45.com/cars/honda-accord-2009-automatic-ng-425538?filter=,Sedan,Petrol,automatic
D,2008 Hyundai Santa Fe,Nigerian Used,"₦ 891,000","Mileage:  156,388 Km",Year: 2008,Car ID: NG-425482,"Island - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/hyundai-santa-fe-2008-automatic-ng-425482?filter=,Suv,Petrol,automatic
C,2006 Toyota Camry,Nigerian Used,"₦ 1,661,000","Mileage:  278,050 Km",Year: 2006,Car ID: NG-425397,"Island - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-camry-2006-automatic-ng-425397?filter=,Sedan,Petrol,automatic
D,2004 Lexus Es,Nigerian Used,"₦ 891,000","Mileage:  181,454 Km",Year: 2004,Car ID: NG-425492,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/lexus-es-2004-automatic-ng-425492?filter=,Sedan,Petrol,automatic
D,Toyota Rav4 2003,Nigerian Used,"₦ 945,000","Mileage:  121,978 Km",Year: 2003,Car ID: NG-425177,"Island - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-rav4-2003-ng-425177?filter=,Suv,Petrol,automatic
E,2003 Pontiac Vibe,Foreign Used,"₦ 1,551,000","Mileage:  104,865 Km",Year: 2003,Car ID: NG-425372,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/pontiac-vibe-2003-automatic-ng-425372?filter=,Hatchback,Petrol,automatic
C,2006 Lexus Es,Nigerian Used,"₦ 1,771,000","Mileage:  136,827 Km",Year: 2006,Car ID: NG-425455,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/lexus-es-2006-automatic-ng-425455?filter=,Sedan,Petrol,automatic
C,2007 Lexus Is,Foreign Used,"₦ 2,211,000","Mileage:  99,811 Km",Year: 2007,Car ID: NG-425395,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/lexus-is-2007-automatic-ng-425395?filter=,Sedan,Petrol,automatic
C,2012 Toyota Camry,Foreign Used,"₦ 4,961,000","Mileage:  96,144 Km",Year: 2012,Car ID: NG-425202,"Benin - SNB
                                                                                                                        , Benin",https://buy.cars45.com/cars/toyota-camry-2012-automatic-ng-425202?filter=,Sedan,Petrol,automatic
D,2001 Toyota Highlander,Nigerian Used,"₦ 1,221,000","Mileage:  288,403 Km",Year: 2001,Car ID: NG-425342,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-highlander-2001-ng-425342?filter=,Suv,Petrol,automatic
E,2001 Toyota Camry,Nigerian Used,"₦ 561,000","Mileage:  233,720 Km",Year: 2001,Car ID: NG-425410,"Benin - SNB
                                                                                                                        , Benin",https://buy.cars45.com/cars/toyota-camry-2001-automatic-ng-425410?filter=,Sedan,Petrol,automatic
C,2007 Mercedes-Benz E350,Nigerian Used,"₦ 2,211,000","Mileage:  200,939 Km",Year: 2007,Car ID: NG-425393,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/mercedes-benz-e350-2007-automatic-ng-425393?filter=,Sedan,Petrol,automatic
C,2013 Toyota Corolla,Nigerian Used,"₦ 3,311,000","Mileage:  127,611 Km",Year: 2013,Car ID: NG-425440,"Island - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-corolla-2013-automatic-ng-425440?filter=,Sedan,Petrol,automatic
C,2008 Infiniti FX35,Nigerian Used,"₦ 1,551,000","Mileage:  43,323 Km",Year: 2008,Car ID: NG-425159,"Port Harcourt - SNB
                                                                                                                        , Port Harcourt",https://buy.cars45.com/cars/infiniti-fx35-2008-automatic-ng-425159?filter=,Mpv,Petrol,automatic
E,2007 Toyota Camry,Nigerian Used,"₦ 1,550,000","Mileage:  173,220 Km",Year: 2007,Car ID: NG-425238,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-camry-2007-automatic-ng-425238?filter=,Sedan,Petrol,automatic
E,2001 Toyota Sienna,Nigerian Used,"₦ 781,000",Year: 2001,Car ID: NG-425328,"Island - SNB
                                                                                                                        , Lagos","Island - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-sienna-2001-automatic-ng-425328?filter=,Mpv,Petrol,automatic
C,2006 Toyota Avalon,Foreign Used,"₦ 2,211,000","Mileage:  169,204 Km",Year: 2006,Car ID: NG-425279,"Island - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-avalon-2006-automatic-ng-425279?filter=,Sedan,Petrol,automatic
B,2013 Mercedes-Benz Gl550,Nigerian Used,"₦ 16,511,000","Mileage:  27,175 Km",Year: 2013,Car ID: NG-425253,"Abuja - SNB
                                                                                                                        , Abuja",https://buy.cars45.com/cars/mercedes-benz-gl550-2013-automatic-ng-425253?filter=,Suv,Petrol,automatic
C,1998 Toyota Camry,Nigerian Used,"₦ 891,000","Mileage:  279,356 Km",Year: 1998,Car ID: NG-425485,"Port Harcourt - SNB
                                                                                                                        , Port Harcourt",https://buy.cars45.com/cars/toyota-camry-1998-automatic-ng-425485?filter=,Sedan,Petrol,automatic
C,2008 Mercedes-Benz C300,Foreign Used,"₦ 4,191,000","Mileage:  107,787 Km",Year: 2008,Car ID: NG-425336,"Abuja - SNB
                                                                                                                        , Abuja",https://buy.cars45.com/cars/mercedes-benz-c300-2008-automatic-ng-425336?filter=,Sedan,Petrol,automatic
E,2002 Nissan Sentra,Nigerian Used,"₦ 319,000","Mileage:  171,860 Km",Year: 2002,Car ID: NG-425323,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/nissan-sentra-2002-automatic-ng-425323?filter=,Petrol,automatic,
,2008 Mercedes-Benz Ml350,Nigerian Used,"₦ 5,511,000","Mileage:  117,550 Km",Year: 2008,Car ID: NG-425447,"Port Harcourt - SNB
                                                                                                                        , Port Harcourt",https://buy.cars45.com/cars/mercedes-benz-ml350-2008-automatic-ng-425447?filter=,Suv,Petrol,automatic
E,2006 Toyota Corolla,Foreign Used,"₦ 1,936,000","Mileage:  170,854 Km",Year: 2006,Car ID: NG-425330,"Island - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-corolla-2006-automatic-ng-425330?filter=,Sedan,Petrol,automatic
C,2007 Honda Cr-V,Nigerian Used,"₦ 1,991,000","Mileage:  252,540 Km",Year: 2007,Car ID: NG-425165,"Onitsha - SNB
                                                                                                                        , Onitsha",https://buy.cars45.com/cars/honda-cr-v-2007-automatic-ng-425165?filter=,Suv,Petrol,automatic
E,2006 Toyota Camry,Nigerian Used,"₦ 1,991,000","Mileage:  196,973 Km",Year: 2006,Car ID: NG-424070,"SNB
                                                                                                                        , Owerri",https://buy.cars45.com/cars/toyota-camry-2006-automatic-ng-424070?filter=,Sedan,Hybrid,automatic
D,2004 Honda Pilot,Nigerian Used,"₦ 1,111,000","Mileage:  168,241 Km",Year: 2004,Car ID: NG-425501,"SNB
                                                                                                                        , Owerri",https://buy.cars45.com/cars/honda-pilot-2004-automatic-ng-425501?filter=,Suv,Petrol,automatic
E,2001 Nissan Pathfinder,Nigerian Used,"₦ 506,000","Mileage:  218,902 Km",Year: 2001,Car ID: NG-425683,"SNB
                                                                                                                        , Owerri",https://buy.cars45.com/cars/nissan-pathfinder-2001-automatic-ng-425683?filter=,Suv,Petrol,automatic
D,2008 Toyota Camry,Nigerian Used,"₦ 1,771,000","Mileage:  181,976 Km",Year: 2008,Car ID: NG-425360,"Onitsha - SNB
                                                                                                                        , Onitsha",https://buy.cars45.com/cars/toyota-camry-2008-automatic-ng-425360?filter=,Sedan,Petrol,automatic
